,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,danceability_original,energy_original,loudness_original,speechiness_original,acousticness_original,instrumentalness_original,liveness_original,valence_original,tempo_original,duration_ms_original,time_signature_original
556,0.671917436,0.318242698,0.8266526540000001,1,0.049439776,0.215861517,4.39e-05,0.08314232099999999,0.146919431,0.556273004,audio_features,6mapJIPnQ23RTAevUoE0DL,spotify:track:6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,0.062783655,0.75,Swang: Rae Sremmurd ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,1,0,0,0,0.6779999999999999,0.317,-9.427,0.0583,0.215,4.31e-05,0.10099999999999999,0.16,140.009,208120,4
558,0.9239543729999999,0.446135131,0.8539989490000001,0,0.449579832,0.022085938,0.0,0.120650135,0.53659821,0.6195952570000001,audio_features,4knL4iPxPOZjQzTUlELGSY,spotify:track:4knL4iPxPOZjQzTUlELGSY,https://api.spotify.com/v1/tracks/4knL4iPxPOZjQzTUlELGSY,https://api.spotify.com/v1/audio-analysis/4knL4iPxPOZjQzTUlELGSY,0.101394714,0.75,Rake It Up: Yo Gotti Nicki Minaj ,RapCaviar: Best of 2017,Rap,0,1,0,0,0,0,0,0,0,0,0,0,0.91,0.444,-8.126,0.344,0.022000000000000002,0.0,0.13699999999999998,0.53,149.953,276333,4
560,0.7457903309999999,0.656603781,0.8830268,1,0.37254902,0.37951654,0.0,0.21650343800000002,0.6861506059999999,0.14240502300000002,audio_features,2EEeOnHehOozLq4aS0n6SL,spotify:track:2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/audio-analysis/2EEeOnHehOozLq4aS0n6SL,0.088247947,0.75,iSpy (feat. Lil Yachty): KYLE Lil Yachty ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,1,0,0,0,0,0.746,0.653,-6.745,0.289,0.37799999999999995,0.0,0.22899999999999998,0.672,75.016,253107,4
562,0.822922325,0.5901399970000001,0.888134524,1,0.11904761900000001,0.052206494000000006,0.001680244,0.170660554,0.349131122,0.5566105020000001,audio_features,2XaInsPPUkZRkY4uFJ3AHK,spotify:track:2XaInsPPUkZRkY4uFJ3AHK,https://api.spotify.com/v1/tracks/2XaInsPPUkZRkY4uFJ3AHK,https://api.spotify.com/v1/audio-analysis/2XaInsPPUkZRkY4uFJ3AHK,0.063362711,0.75,Met Gala (feat. Offset): Gucci Mane Offset ,RapCaviar: Best of 2017,Rap,0,0,1,0,0,0,0,0,0,0,0,0,0.8170000000000001,0.5870000000000001,-6.502000000000001,0.10800000000000001,0.052000000000000005,0.00165,0.185,0.35200000000000004,140.062,209143,4
564,0.6186854970000001,0.575034591,0.86225959,0,0.021988796,0.5722881,0.0,0.17795374,0.384939442,0.301595792,audio_features,5tz69p7tJuGPeMGwNTxYuV,spotify:track:5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,0.086587195,0.75,1-800-273-8255: Logic Alessia Cara Khalid ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,1,0,0,0,0,0,0,0.629,0.5720000000000001,-7.733,0.0387,0.57,0.0,0.192,0.386,100.015,250173,4
566,0.882672461,0.390748644,0.84943773,1,0.056582633,0.034435366,0.0006914460000000001,0.075953324,0.142706688,0.498981138,audio_features,6UjfByV1lDLW0SOVQA4NAi,spotify:track:6UjfByV1lDLW0SOVQA4NAi,https://api.spotify.com/v1/tracks/6UjfByV1lDLW0SOVQA4NAi,https://api.spotify.com/v1/audio-analysis/6UjfByV1lDLW0SOVQA4NAi,0.052091222,0.75,Gyalchester: Drake ,RapCaviar: Best of 2017,Rap,0,1,0,0,0,0,0,0,0,0,0,0,0.872,0.389,-8.343,0.0634,0.0343,0.000679,0.0941,0.156,131.012,189230,4
568,0.791417708,0.535760537,0.865181293,1,0.460784314,0.016865042,0.0,0.190456345,0.471300685,0.17439728,audio_features,5RCfvwDewu6p2x1mEI6smX,spotify:track:5RCfvwDewu6p2x1mEI6smX,https://api.spotify.com/v1/tracks/5RCfvwDewu6p2x1mEI6smX,https://api.spotify.com/v1/audio-analysis/5RCfvwDewu6p2x1mEI6smX,0.024760142000000002,0.75,The Race: Tay-K ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,0,1,0,0,0.7879999999999999,0.5329999999999999,-7.593999999999999,0.35200000000000004,0.0168,0.0,0.204,0.46799999999999997,80.04,140945,4
570,0.7990222709999999,0.597189186,0.8944823959999999,1,0.072408964,0.11144358900000001,0.0,0.146697229,0.409162717,0.524389001,audio_features,0q75NwOoFiARAVp4EXU4Bs,spotify:track:0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,0.10068547,0.75,Love Galore: SZA Travis Scott ,RapCaviar: Best of 2017,Rap,1,0,0,0,0,0,0,0,0,0,0,0,0.795,0.594,-6.2,0.0747,0.111,0.0,0.162,0.409,135.002,275080,4
572,0.79359044,0.7381729709999999,0.926852338,1,0.041176471,0.085640312,0.004164969,0.094603042,0.213270142,0.34842522200000003,audio_features,6Na5uKk5SsqZimk0hAWo8y,spotify:track:6Na5uKk5SsqZimk0hAWo8y,https://api.spotify.com/v1/tracks/6Na5uKk5SsqZimk0hAWo8y,https://api.spotify.com/v1/audio-analysis/6Na5uKk5SsqZimk0hAWo8y,0.07764381599999999,0.75,Signs: Drake ,RapCaviar: Best of 2017,Rap,1,0,0,0,0,0,0,0,0,0,0,0,0.79,0.7340000000000001,-4.66,0.0524,0.0853,0.00409,0.11199999999999999,0.223,107.369,234373,4
574,0.573058121,0.674730268,0.9306358379999999,1,0.16946778699999998,0.082628256,0.0,0.145655345,0.083728278,0.474280111,audio_features,2h3i5tGUl6hMu572umjcGo,spotify:track:2h3i5tGUl6hMu572umjcGo,https://api.spotify.com/v1/tracks/2h3i5tGUl6hMu572umjcGo,https://api.spotify.com/v1/audio-analysis/2h3i5tGUl6hMu572umjcGo,0.066881761,0.75,Running Back (feat. Lil Wayne): Wale Lil Wayne ,RapCaviar: Best of 2017,Rap,0,0,1,0,0,0,0,0,0,0,0,0,0.5870000000000001,0.6709999999999999,-4.48,0.14400000000000002,0.0823,0.0,0.161,0.1,127.133,215360,4
576,0.7925040740000001,0.5327394560000001,0.8944823959999999,1,0.378151261,0.054314932999999996,0.0,0.148780996,0.36492891,0.145582598,audio_features,0Fv5N0cHBsl4bzCbollCAS,spotify:track:0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,0.025870706,0.75,Moves: Big Sean ,RapCaviar: Best of 2017,Rap,0,0,1,0,0,0,0,0,0,0,0,0,0.789,0.53,-6.2,0.293,0.0541,0.0,0.16399999999999998,0.36700000000000005,75.515,142907,4
578,0.81857686,0.5307254020000001,0.892275355,0,0.406162465,0.071784856,0.0,0.10814753099999999,0.116377041,0.171162394,audio_features,1uL78kFWxhz3umTMWJu8n5,spotify:track:1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/tracks/1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/audio-analysis/1uL78kFWxhz3umTMWJu8n5,0.062171769,0.75,Sauce It Up: Lil Uzi Vert ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,1,0,0,0,0,0,0.813,0.528,-6.305,0.313,0.0715,0.0,0.125,0.131,79.532,207039,4
580,0.826181423,0.6999059440000001,0.921429322,0,0.222689076,0.119475737,0.0,0.218587206,0.628225382,0.587934131,audio_features,4YkwUfWSIxdKNLDXw0caFO,spotify:track:4YkwUfWSIxdKNLDXw0caFO,https://api.spotify.com/v1/tracks/4YkwUfWSIxdKNLDXw0caFO,https://api.spotify.com/v1/audio-analysis/4YkwUfWSIxdKNLDXw0caFO,0.11077790400000001,0.75,Pills & Automobiles: Chris Brown Yo Gotti A Boogie Wit da Hoodie Kodak Black ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,1,0,0,0,0,0.82,0.696,-4.918,0.182,0.11900000000000001,0.0,0.231,0.617,144.981,292910,4
582,0.765344921,0.649554592,0.911823437,1,0.067366947,0.15863246,1.4e-06,0.070535528,0.622959452,0.49843986799999995,audio_features,0iTCmKvuU1ReULiQB0rI7n,spotify:track:0iTCmKvuU1ReULiQB0rI7n,https://api.spotify.com/v1/tracks/0iTCmKvuU1ReULiQB0rI7n,https://api.spotify.com/v1/audio-analysis/0iTCmKvuU1ReULiQB0rI7n,0.070103641,0.75,Tone it Down (feat. Chris Brown): Gucci Mane Chris Brown ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,1,0,0,0,0.764,0.6459999999999999,-5.375,0.0711,0.158,1.37e-06,0.0889,0.612,130.92700000000002,221052,4
584,0.758826725,0.649554592,0.9259905409999999,1,0.12464986,0.128511904,0.0,0.058970619,0.598736177,0.657815306,audio_features,4PzovBqgnSHKd8opsP7IVM,spotify:track:4PzovBqgnSHKd8opsP7IVM,https://api.spotify.com/v1/tracks/4PzovBqgnSHKd8opsP7IVM,https://api.spotify.com/v1/audio-analysis/4PzovBqgnSHKd8opsP7IVM,0.05658612,0.75,Everyday We Lit (feat. PnB Rock): YFN Lucci PnB Rock ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,1,0,0,0,0,0.758,0.6459999999999999,-4.7010000000000005,0.11199999999999999,0.128,0.0,0.0778,0.589,155.955,197171,4
586,0.800108637,0.515619996,0.87472412,0,0.600840336,0.122487792,0.0,0.134194624,0.225908373,0.142417759,audio_features,1nX9KhK3Fff27SnrIor2Yb,spotify:track:1nX9KhK3Fff27SnrIor2Yb,https://api.spotify.com/v1/tracks/1nX9KhK3Fff27SnrIor2Yb,https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb,0.089636435,0.75,4 AM: 2 Chainz Travis Scott ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,1,0,0,0,0,0,0.7959999999999999,0.513,-7.14,0.452,0.122,0.0,0.15,0.235,75.018,255560,4
588,0.63172189,0.73515189,0.920546506,0,0.015266106000000002,0.030720498,0.0,0.246718066,0.510268562,0.448267298,audio_features,3slBHvoQcO8HjscbP2QKk5,spotify:track:3slBHvoQcO8HjscbP2QKk5,https://api.spotify.com/v1/tracks/3slBHvoQcO8HjscbP2QKk5,https://api.spotify.com/v1/audio-analysis/3slBHvoQcO8HjscbP2QKk5,0.059885547000000004,0.75,More Than You Know: Axwell /\ Ingrosso ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,1,0,0,0,0,0,0,0.6409999999999999,0.731,-4.96,0.0339,0.0306,0.0,0.258,0.505,123.04799999999999,203000,4
590,0.644758284,0.9154097290000001,0.954177614,1,0.047058824000000006,0.007929277,0.0,0.30923109,0.07540811,0.46736458700000005,audio_features,57p8CBvPOxrvyCbn6ttl5r,spotify:track:57p8CBvPOxrvyCbn6ttl5r,https://api.spotify.com/v1/tracks/57p8CBvPOxrvyCbn6ttl5r,https://api.spotify.com/v1/audio-analysis/57p8CBvPOxrvyCbn6ttl5r,0.077594571,0.75,Would You Ever: Skrillex Poo Bear ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,0,0,1,0,0.653,0.91,-3.36,0.0566,0.0079,0.0,0.318,0.0921,126.04700000000001,234286,4
592,0.40032591,0.614308646,0.7605044670000001,0,0.054341737,0.007226464,0.0598778,0.25401125199999997,0.086887836,0.48657649700000005,audio_features,7MWgnAgMGzgLLWAhSkPZSo,spotify:track:7MWgnAgMGzgLLWAhSkPZSo,https://api.spotify.com/v1/tracks/7MWgnAgMGzgLLWAhSkPZSo,https://api.spotify.com/v1/audio-analysis/7MWgnAgMGzgLLWAhSkPZSo,0.160380263,0.75,Northern Soul (ABGT250): Above & Beyond Richard Bedford ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,1,0,0,0,0,0,0,0.428,0.611,-12.574000000000002,0.0618,0.0072,0.0588,0.265,0.10300000000000001,129.064,380541,4
594,0.45898968,0.773418917,0.9307829740000001,1,0.044677870999999994,0.034435366,0.005071283,0.077203584,0.428120063,0.617920503,audio_features,1qcyw35R6PiMBYfSSK7gDm,spotify:track:1qcyw35R6PiMBYfSSK7gDm,https://api.spotify.com/v1/tracks/1qcyw35R6PiMBYfSSK7gDm,https://api.spotify.com/v1/audio-analysis/1qcyw35R6PiMBYfSSK7gDm,0.096225101,0.75,Say It (feat. Tove Lo) [Illenium Remix]: Flume Tove Lo Illenium ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,1,0,0,0,0,0,0.48200000000000004,0.769,-4.473,0.0549,0.0343,0.00498,0.0953,0.42700000000000005,149.69,267200,4
596,0.493753395,0.867072431,0.8917708879999999,0,0.18627451,0.032025722,0.17413442,0.101896228,0.506055819,0.46777849899999996,audio_features,0ZGkJlkTO2tqn6nRC3PSFj,spotify:track:0ZGkJlkTO2tqn6nRC3PSFj,https://api.spotify.com/v1/tracks/0ZGkJlkTO2tqn6nRC3PSFj,https://api.spotify.com/v1/audio-analysis/0ZGkJlkTO2tqn6nRC3PSFj,0.049562170999999995,0.75,Livin' 4 Ya: MOTi Katt Niall ,mint: Best of 2017,Dance/Electronic,1,0,0,0,0,0,0,0,0,0,0,0,0.514,0.862,-6.329,0.156,0.0319,0.171,0.11900000000000001,0.501,126.11200000000001,184762,4
598,0.6002172729999999,0.631428105,0.882837625,1,0.073109244,0.035941394,0.009144603000000001,0.178995624,0.43549236399999997,0.46097123,audio_features,5Nu5Uyoauauy9LFePYL1Z3,spotify:track:5Nu5Uyoauauy9LFePYL1Z3,https://api.spotify.com/v1/tracks/5Nu5Uyoauauy9LFePYL1Z3,https://api.spotify.com/v1/audio-analysis/5Nu5Uyoauauy9LFePYL1Z3,0.0741242,0.75,Late Night: ODESZA ,mint: Best of 2017,Dance/Electronic,0,0,1,0,0,0,0,0,0,0,0,0,0.612,0.628,-6.754,0.0752,0.0358,0.00898,0.193,0.434,125.04299999999999,228155,4
600,0.457903313,0.830819458,0.959369417,1,0.116246499,0.037447422,4.59e-05,0.190456345,0.431279621,0.93814236,audio_features,0xe4U2Evk1jaTnxQq2ohyP,spotify:track:0xe4U2Evk1jaTnxQq2ohyP,https://api.spotify.com/v1/tracks/0xe4U2Evk1jaTnxQq2ohyP,https://api.spotify.com/v1/audio-analysis/0xe4U2Evk1jaTnxQq2ohyP,0.060761772,0.75,Particula: Major Lazer DJ Maphorisa Nasty C Ice Prince Patoranking Jidenna ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,1,0,0,0,0.48100000000000004,0.826,-3.113,0.106,0.0373,4.51e-05,0.204,0.43,199.977,204548,4
602,0.44160782200000004,0.85398108,0.943878087,0,0.056442577,0.07740736,2.94e-06,0.086267972,0.356503423,0.834874362,audio_features,5lA0TO9agsSK7TxpM4xHs8,spotify:track:5lA0TO9agsSK7TxpM4xHs8,https://api.spotify.com/v1/tracks/5lA0TO9agsSK7TxpM4xHs8,https://api.spotify.com/v1/audio-analysis/5lA0TO9agsSK7TxpM4xHs8,0.071892317,0.75,On Our Own (feat. Natalie Major): Showtek Brooks Natalie Major ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0.466,0.8490000000000001,-3.85,0.0633,0.0771,2.89e-06,0.10400000000000001,0.359,183.76,224212,4
604,0.717544813,0.750257295,0.9077877040000001,0,0.105742297,0.125499848,0.000484725,0.074703063,0.5165876779999999,0.45461608,audio_features,15MTd64KUMG7CF6mOyovsQ,spotify:track:15MTd64KUMG7CF6mOyovsQ,https://api.spotify.com/v1/tracks/15MTd64KUMG7CF6mOyovsQ,https://api.spotify.com/v1/audio-analysis/15MTd64KUMG7CF6mOyovsQ,0.075651367,0.75,Something Just Like This - Don Diablo Remix: The Chainsmokers Coldplay Don Diablo ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,0,0,0,1,0.72,0.746,-5.567,0.0985,0.125,0.00047599999999999997,0.0929,0.511,124.045,230853,4
606,0.568712656,0.939578378,0.8949658429999999,0,0.08487395,0.004214408,0.01191446,0.16961867100000003,0.13954713,0.479463569,audio_features,20mwBntYZh41Tc0II4FNYR,spotify:track:20mwBntYZh41Tc0II4FNYR,https://api.spotify.com/v1/tracks/20mwBntYZh41Tc0II4FNYR,https://api.spotify.com/v1/audio-analysis/20mwBntYZh41Tc0II4FNYR,0.056418573,0.75,I Need You (feat. Olaf Blackwood) - Club Mix: Armin van Buuren Garibay Olaf Blackwood ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,1,0,0,0,0.583,0.934,-6.1770000000000005,0.0836,0.0042,0.0117,0.184,0.153,127.947,196875,4
608,0.6089082020000001,0.57201351,0.8137467159999999,0,0.057703080999999996,0.49397465399999996,0.602851324,0.134194624,0.038862559,0.43502209700000005,audio_features,1WVJAB1PPrhIB6lT7luIlM,spotify:track:1WVJAB1PPrhIB6lT7luIlM,https://api.spotify.com/v1/tracks/1WVJAB1PPrhIB6lT7luIlM,https://api.spotify.com/v1/audio-analysis/1WVJAB1PPrhIB6lT7luIlM,0.08127946900000001,0.75,Nobody Like You - Sun Soaked Mix: Kaskade ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,1,0,0,0,0,0.62,0.569,-10.041,0.0642,0.49200000000000005,0.5920000000000001,0.15,0.0574,120.96799999999999,240796,4
610,0.619771863,0.556908105,0.821439832,0,0.0036414570000000003,0.003943323,0.844195519,0.128985205,0.10373881,0.473515964,audio_features,5YzaostcCu9Sgp5T7bFuX3,spotify:track:5YzaostcCu9Sgp5T7bFuX3,https://api.spotify.com/v1/tracks/5YzaostcCu9Sgp5T7bFuX3,https://api.spotify.com/v1/audio-analysis/5YzaostcCu9Sgp5T7bFuX3,0.060277810999999994,0.75,Juvenile: The Blaze ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0.63,0.5539999999999999,-9.675,0.0256,0.0039299999999999995,0.8290000000000001,0.145,0.11900000000000001,127.01299999999999,203693,4
612,0.834872352,0.44915621200000005,0.819043615,1,0.07675069999999999,0.156624423,0.0009348269999999999,0.092519275,0.641916798,0.45452693,audio_features,4yp4pNVchQvlsThtay0eQc,spotify:track:4yp4pNVchQvlsThtay0eQc,https://api.spotify.com/v1/tracks/4yp4pNVchQvlsThtay0eQc,https://api.spotify.com/v1/audio-analysis/4yp4pNVchQvlsThtay0eQc,0.05125462,0.75,Give Me: Boye Sigvardt ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,1,0,0,0,0,0,0.828,0.447,-9.789,0.0778,0.156,0.000918,0.11,0.63,124.031,187752,4
614,0.615426399,0.752271349,0.900809249,1,0.016106443,0.014354995,0.0,0.106063763,0.213270142,0.435652517,audio_features,0DTtMH8wB4UiRCjk6NgWl5,spotify:track:0DTtMH8wB4UiRCjk6NgWl5,https://api.spotify.com/v1/tracks/0DTtMH8wB4UiRCjk6NgWl5,https://api.spotify.com/v1/audio-analysis/0DTtMH8wB4UiRCjk6NgWl5,0.06904062400000001,0.75,Get What You Give: Felix Cartal ,mint: Best of 2017,Dance/Electronic,0,1,0,0,0,0,0,0,0,0,0,0,0.626,0.748,-5.899,0.0345,0.0143,0.0,0.12300000000000001,0.223,121.06700000000001,219174,4
616,0.362303096,0.94562054,0.942953232,0,0.06834733900000001,0.06656396,0.0026883909999999996,0.546780579,0.291205898,0.492269387,audio_features,6tPJXUMn1AjvEBqzwTUHOU,spotify:track:6tPJXUMn1AjvEBqzwTUHOU,https://api.spotify.com/v1/tracks/6tPJXUMn1AjvEBqzwTUHOU,https://api.spotify.com/v1/audio-analysis/6tPJXUMn1AjvEBqzwTUHOU,0.028318247999999997,0.75,Whatcha Need: W&W ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,1,0,0,0,0,0,0.39299999999999996,0.94,-3.8939999999999997,0.0718,0.0663,0.00264,0.546,0.297,129.958,147231,4
618,0.69038566,0.8741216209999999,0.9440042040000001,1,0.057002801,0.044073944000000004,0.000101222,0.151906647,0.315429173,0.383958023,audio_features,7GAOQ8MtrE35VOIwf49l3k,spotify:track:7GAOQ8MtrE35VOIwf49l3k,https://api.spotify.com/v1/tracks/7GAOQ8MtrE35VOIwf49l3k,https://api.spotify.com/v1/audio-analysis/7GAOQ8MtrE35VOIwf49l3k,0.065254971,0.75,Adrian: The Mary Nixons The Knocks Mat Zo ,mint: Best of 2017,Dance/Electronic,0,0,0,1,0,0,0,0,0,0,0,0,0.695,0.8690000000000001,-3.844,0.0637,0.0439,9.940000000000002e-05,0.16699999999999998,0.32,112.949,212486,4
620,0.424225964,0.903325405,0.94904887,0,0.023109243999999998,0.027808844,0.062729124,0.150864763,0.210110585,0.479692813,audio_features,5EwwwdsQfKI8ZnFG93j5Zu,spotify:track:5EwwwdsQfKI8ZnFG93j5Zu,https://api.spotify.com/v1/tracks/5EwwwdsQfKI8ZnFG93j5Zu,https://api.spotify.com/v1/audio-analysis/5EwwwdsQfKI8ZnFG93j5Zu,0.068623455,0.75,Forever: Martin Garrix Matisse & Sadko ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,1,0,0,0,0.45,0.898,-3.6039999999999996,0.0395,0.0277,0.0616,0.166,0.22,127.98299999999999,218437,4
622,0.52308528,0.755292431,0.959789806,0,0.072408964,0.23393385100000003,0.0008777999999999999,0.102938112,0.422854134,0.416345088,audio_features,7Hbj2u6h9uMLdPRRuWRV8H,spotify:track:7Hbj2u6h9uMLdPRRuWRV8H,https://api.spotify.com/v1/tracks/7Hbj2u6h9uMLdPRRuWRV8H,https://api.spotify.com/v1/audio-analysis/7Hbj2u6h9uMLdPRRuWRV8H,0.034919934,0.75,I Hear You: Vicetone ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,1,0,0,0,0.541,0.7509999999999999,-3.093,0.0747,0.233,0.0008619999999999999,0.12,0.42200000000000004,118.035,158894,4
624,0.704508419,0.873114594,0.955712034,1,0.028151261,0.031423311,0.0,0.10502188,0.7367035279999999,0.460659204,audio_features,3kGfazcbVvVkuZunzlLgTD,spotify:track:3kGfazcbVvVkuZunzlLgTD,https://api.spotify.com/v1/tracks/3kGfazcbVvVkuZunzlLgTD,https://api.spotify.com/v1/audio-analysis/3kGfazcbVvVkuZunzlLgTD,0.059884981,0.75,Came Here for Love: Sigala Ella Eyre ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,1,0,0,0,0,0,0.708,0.868,-3.287,0.0431,0.0313,0.0,0.122,0.72,124.994,202999,4
626,0.36338946200000005,0.615315673,0.829090909,0,0.058403360999999994,0.05953583,2.62e-05,0.089393624,0.27014218,0.363695411,audio_features,763ZaL10pL15NsbGnl3q4k,spotify:track:763ZaL10pL15NsbGnl3q4k,https://api.spotify.com/v1/tracks/763ZaL10pL15NsbGnl3q4k,https://api.spotify.com/v1/audio-analysis/763ZaL10pL15NsbGnl3q4k,0.20247414600000002,0.75,Rejoice: Steve Angello T.D. Jakes ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,1,0,0,0,0,0.39399999999999996,0.612,-9.311,0.0647,0.0593,2.57e-05,0.107,0.27699999999999997,109.76700000000001,454907,4
628,0.6914720259999999,0.79960162,0.921975828,0,0.23109243699999998,0.307227205,7.86e-06,0.23108981,0.152185361,0.46824972299999995,audio_features,75gCkW0SR8MtFh5lxCUXR7,spotify:track:75gCkW0SR8MtFh5lxCUXR7,https://api.spotify.com/v1/tracks/75gCkW0SR8MtFh5lxCUXR7,https://api.spotify.com/v1/audio-analysis/75gCkW0SR8MtFh5lxCUXR7,0.053659144000000006,0.75,White Label (Is This Love): Still Young ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,0,0,0,1,0,0,0,0.696,0.795,-4.8919999999999995,0.188,0.306,7.72e-06,0.243,0.165,126.186,192000,4
630,0.34926670299999996,0.716018376,0.879768786,1,0.017507003,0.00040717,0.599796334,0.168576787,0.018220116,0.47959092700000006,audio_features,5oAgI7Pzg6vxuKrfapg3Pi,spotify:track:5oAgI7Pzg6vxuKrfapg3Pi,https://api.spotify.com/v1/tracks/5oAgI7Pzg6vxuKrfapg3Pi,https://api.spotify.com/v1/audio-analysis/5oAgI7Pzg6vxuKrfapg3Pi,0.089377756,0.75,Pizza: Martin Garrix ,mint: Best of 2017,Dance/Electronic,0,0,0,0,0,1,0,0,0,0,0,0,0.381,0.7120000000000001,-6.9,0.0355,0.000408,0.589,0.183,0.0378,127.96700000000001,255103,4
632,0.6795219990000001,0.720046484,0.906253284,0,0.007563025,0.015359013999999999,0.009786151,0.40716816,0.19115323899999997,0.441695641,audio_features,1UFq2OJXahilmefKhSIA8p,spotify:track:1UFq2OJXahilmefKhSIA8p,https://api.spotify.com/v1/tracks/1UFq2OJXahilmefKhSIA8p,https://api.spotify.com/v1/audio-analysis/1UFq2OJXahilmefKhSIA8p,0.049650472,0.75,On My Mind: 3LAU Yeah Boy ,mint: Best of 2017,Dance/Electronic,1,0,0,0,0,0,0,0,0,0,0,0,0.685,0.716,-5.64,0.0284,0.0153,0.009609999999999999,0.41200000000000003,0.20199999999999999,122.016,184918,4
634,0.630635524,0.535760537,0.886158697,1,0.066666667,0.119475737,0.0,0.067930819,0.520800421,0.301296501,audio_features,3eR23VReFzcdmS7TYCrhCe,spotify:track:3eR23VReFzcdmS7TYCrhCe,https://api.spotify.com/v1/tracks/3eR23VReFzcdmS7TYCrhCe,https://api.spotify.com/v1/audio-analysis/3eR23VReFzcdmS7TYCrhCe,0.069950245,0.75,It Ain't Me (with Selena Gomez): Kygo Selena Gomez ,mint: Best of 2017,Dance/Electronic,1,0,0,0,0,0,0,0,0,0,0,0,0.64,0.5329999999999999,-6.596,0.0706,0.11900000000000001,0.0,0.0864,0.515,99.96799999999999,220781,4
636,0.5013579579999999,0.552879997,0.8940199679999999,1,0.067086835,0.0029091840000000004,0.17413442,0.077411961,0.019589258000000002,0.8365172759999999,audio_features,66MGk6BwVMx5O1TJqDAX4Y,spotify:track:66MGk6BwVMx5O1TJqDAX4Y,https://api.spotify.com/v1/tracks/66MGk6BwVMx5O1TJqDAX4Y,https://api.spotify.com/v1/audio-analysis/66MGk6BwVMx5O1TJqDAX4Y,0.096702836,0.75,Dreams: ZHU NERO ,mint: Best of 2017,Dance/Electronic,0,1,0,0,0,0,0,0,0,0,0,0,0.521,0.55,-6.222,0.0709,0.0029,0.171,0.0955,0.0391,184.018,268044,4
